Age (Ma)	d18O adj
19.3049	2.26
19.3078	2.16
19.3093	2.61
  19.31	2.14
19.3107	2.25
19.3122	2.79
19.3137	2.41
19.3151	2.92
19.3166	2.46
 19.318	   3
19.3195	2.27
  19.32	 2.5
19.3209	2.69
19.3225	2.25
19.3254	2.36
19.3267	2.67
 19.329	2.73
19.3343	2.46
19.3345	2.74
 19.338	2.14
19.3384	2.64
19.3396	2.46
19.3423	2.62
19.3435	1.85
19.3449	2.25
19.3462	2.81
19.3502	2.37
19.3541	2.77
19.3554	2.42
 19.358	2.74
19.3607	2.13
19.3617	3.03
19.3646	2.89
19.3651	2.66
19.3675	2.11
19.3675	2.57
19.3676	2.64
19.3699	2.43
19.3705	2.83
19.3722	 2.4
19.3729	2.71
19.3746	2.57
19.3764	2.76
 19.377	2.46
19.3794	 2.6
  19.38	2.38
19.3801	2.34
19.3817	2.75
19.3834	2.14
19.3853	3.17
19.3866	2.31
19.3882	2.12
19.3899	 2.2
  19.39	2.24
19.3922	2.22
19.3932	 2.2
19.3961	2.44
19.3965	2.26
19.3998	2.24
19.4001	2.37
19.4031	2.22
 19.404	2.44
19.4051	1.94
19.4064	2.31
 19.408	2.39
19.4097	2.34
 19.412	2.79
 19.413	2.52
19.4159	2.64
19.4163	2.45
19.4192	2.13
19.4195	2.33
19.4207	2.72
19.4228	2.34
19.4246	2.41
19.4261	 2.4
19.4271	2.27
19.4282	2.42
19.4298	 2.4
19.4312	2.58
19.4339	2.76
19.4357	 2.5
19.4403	2.53
19.4447	2.59
19.4478	2.61
  19.45	2.42
 19.451	2.67
19.4513	2.68
19.4541	2.56
19.4557	2.23
19.4571	2.88
19.4572	2.44
19.4591	2.24
19.4603	2.45
19.4629	2.58
19.4634	2.38
19.4665	2.33
19.4696	2.21
19.4698	2.85
19.4727	2.48
19.4756	2.81
19.4758	 2.2
19.4789	2.14
19.4814	2.84
 19.482	2.19
19.4851	2.25
 19.486	2.75
19.4882	2.41
19.4911	2.38
19.4938	2.14
19.4966	2.16
19.4993	2.04
 19.502	2.13
19.5033	2.56
19.5048	1.93
19.5048	2.23
19.5075	1.94
19.5103	1.69
19.5132	1.88
19.5144	2.17
19.5157	1.58
19.5161	2.29
19.5185	 1.6
19.5208	 2.5
19.5212	1.86
 19.524	2.23
19.5266	2.38
  19.53	2.41
  19.53	2.65
19.5325	 2.5
19.5338	2.32
19.5374	2.16
19.5383	2.46
19.5409	2.13
19.5444	 2.1
19.5479	2.22
19.5515	 2.1
 19.555	2.04
19.5559	2.12
19.5585	2.13
 19.562	2.15
19.5656	2.18
19.5676	 2.4
19.5691	2.42
19.5735	2.75
19.5762	2.38
19.5793	2.33
19.5797	2.36
19.5832	2.23
19.5852	2.44
19.5867	2.02
  19.59	2.41
19.5938	2.04
19.5969	 2.5
19.5976	2.35
19.6013	1.78
19.6028	2.26
19.6087	2.36
19.6126	1.74
19.6145	2.26
19.6145	2.53
19.6163	1.67
19.6204	2.34
19.6238	1.93
19.6262	2.33
19.6329	2.29
19.6363	2.41
19.6365	1.78
  19.64	2.37
19.6405	2.05
19.6423	1.78
19.6447	1.98
19.6482	2.22
19.6488	2.39
19.6519	1.92
 19.653	1.89
19.6538	2.06
 19.657	2.22
19.6571	2.02
19.6572	1.91
19.6603	2.25
19.6614	2.59
19.6635	 2.5
19.6651	2.31
19.6668	2.05
19.6688	2.45
19.6701	2.17
19.6733	2.57
19.6733	2.15
19.6762	2.69
19.6766	2.13
19.6799	2.67
19.6799	2.22
19.6831	 2.2
19.6836	2.95
19.6871	2.26
19.6881	2.83
 19.691	2.91
19.6915	2.18
19.6959	1.81
19.6984	2.92
19.7003	 1.8
19.7022	2.76
19.7047	1.76
19.7059	2.45
19.7091	1.88
19.7103	2.44
19.7108	1.89
19.7133	2.72
 19.717	2.58
  19.72	2.63
19.7207	2.32
19.7244	2.46
19.7281	2.76
19.7318	2.78
19.7338	1.73
19.7364	2.71
 19.741	2.69
19.7447	1.78
19.7456	2.65
19.7511	2.62
19.7523	1.98
19.7523	2.03
19.7548	2.53
19.7573	2.29
19.7593	2.32
19.7607	 2.3
19.7639	 2.4
19.7674	2.35
19.7685	2.31
19.7708	2.34
19.7731	2.62
19.7742	 2.6
19.7776	2.47
19.7777	 2.5
 19.781	2.32
19.7823	2.58
19.7843	2.58
19.7869	2.61
19.7877	2.33
19.7911	2.33
19.7915	2.28
 19.797	1.98
19.7998	2.26
   19.8	2.26
19.8045	2.34
19.8069	2.22
19.8087	2.49
19.8089	2.11
19.8105	2.28
19.8129	2.36
 19.814	2.38
19.8171	2.11
19.8176	2.59
19.8211	2.52
19.8213	1.98
19.8251	1.94
19.8282	2.39
19.8283	1.96
19.8316	1.98
19.8324	2.28
19.8348	2.02
19.8353	2.35
19.8388	2.37
19.8395	 1.9
19.8455	1.79
19.8459	2.44
19.8495	2.69
19.8516	1.81
 19.853	2.69
19.8601	2.32
19.8637	2.29
19.8672	 2.3
19.8682	1.79
19.8698	 2.1
19.8743	2.43
19.8758	 2.1
19.8759	1.89
19.8775	2.36
19.8791	2.09
19.8821	2.19
19.8828	2.32
19.8851	2.18
19.8881	2.17
19.8884	2.23
19.8911	1.98
19.8941	1.86
 19.895	2.31
19.8955	2.36
19.8971	1.98
19.9019	1.99
19.9026	2.54
19.9043	 1.8
19.9066	1.76
 19.909	1.68
19.9097	 2.1
19.9113	1.67
19.9137	1.78
 19.916	1.74
19.9168	   2
19.9187	1.61
  19.92	2.52
19.9204	2.29
19.9241	2.37
19.9277	2.47
19.9314	2.35
19.9341	2.13
 19.935	2.58
19.9372	1.94
19.9387	2.72
19.9403	1.75
19.9423	2.51
19.9433	1.75
 19.946	2.47
19.9464	 1.8
19.9496	2.64
19.9508	1.88
19.9532	2.58
19.9553	1.92
 19.956	1.94
19.9569	2.41
19.9597	1.73
19.9605	2.38
19.9641	1.76
19.9642	2.42
19.9678	2.37
19.9685	1.71
19.9751	2.54
19.9788	2.35
19.9817	2.28
19.9824	2.51
19.9854	1.88
19.9861	2.21
19.9862	 2.1
19.9897	2.37
19.9902	2.21
19.9902	2.27
19.9934	1.93
 19.995	1.78
 19.997	1.86
19.9986	1.85
 20.002	2.48
20.0021	1.63
20.0031	2.44
20.0056	1.78
20.0081	2.54
20.0091	1.74
20.0126	1.82
20.0132	2.49
20.0172	2.34
20.0199	2.32
20.0202	1.67
20.0222	2.08
20.0237	2.18
20.0275	1.88
20.0283	2.22
20.0298	1.99
20.0314	 1.9
20.0329	2.17
20.0334	1.92
20.0352	1.78
 20.036	1.82
20.0384	2.21
 20.039	1.57
20.0391	1.84
20.0419	1.91
20.0423	1.86
20.0435	2.13
20.0447	1.65
20.0454	1.66
20.0474	1.43
20.0475	2.04
20.0485	1.82
20.0516	1.76
20.0525	1.89
20.0525	1.43
20.0548	1.78
20.0586	2.12
20.0637	1.97
20.0653	 2.6
20.0677	2.08
20.0678	2.03
20.0687	2.22
20.0722	1.96
20.0727	2.38
20.0757	   2
20.0778	1.57
20.0792	1.96
20.0813	2.46
20.0828	2.03
20.0843	2.17
20.0864	2.03
20.0872	2.29
20.0896	2.28
  20.09	2.22
20.0932	2.45
20.0935	 2.2
20.0961	2.33
20.0973	   2
20.0985	2.76
20.0997	1.67
20.1004	 2.1
20.1014	2.21
20.1031	 2.2
20.1044	2.43
20.1073	2.63
20.1099	2.07
20.1103	2.25
 20.113	1.83
20.1138	2.64
20.1162	1.68
20.1168	1.83
20.1193	1.91
20.1225	2.05
20.1256	2.08
20.1259	2.27
20.1305	2.11
20.1329	2.24
20.1341	 2.2
20.1387	2.12
20.1432	2.05
20.1478	1.85
20.1523	1.87
20.1578	1.68
20.1615	2.23
20.1645	2.13
20.1682	2.24
  20.17	2.63
20.1757	2.71
20.1794	2.55
20.1832	2.61
20.1869	2.42
20.1914	2.62
20.1959	2.38
20.1989	 2.5
20.1999	2.22
20.2019	2.39
 20.204	2.13
20.2063	2.46
20.2066	2.15
20.2071	2.04
20.2101	2.37
20.2102	1.91
20.2133	2.09
20.2138	2.66
20.2164	2.24
20.2168	2.71
20.2195	2.09
20.2226	1.96
20.2257	1.92
20.2273	2.37
 20.228	2.25
 20.228	2.25
20.2288	   2
20.2347	1.91
 20.236	2.44
20.2371	1.79
20.2396	1.95
20.2421	2.02
20.2446	1.93
20.2448	2.37
20.2471	2.25
20.2495	1.86
20.2535	2.54
20.2545	 1.9
 20.257	1.88
20.2594	1.78
20.2623	2.49
20.2693	2.25
20.2693	2.14
  20.27	2.09
20.2727	1.68
20.2795	1.71
20.2798	 2.2
 20.283	 1.7
20.2837	1.99
20.2849	2.24
20.2864	1.62
20.2898	1.64
  20.29	2.29
20.2932	1.75
 20.294	 2.3
20.2959	2.16
20.2966	1.74
20.2991	2.42
   20.3	1.83
20.3003	1.73
20.3019	1.87
20.3034	1.96
20.3065	1.98
20.3096	1.62
20.3103	2.23
20.3126	1.61
20.3154	2.39
20.3157	1.61
20.3188	 1.8
20.3195	2.23
20.3218	1.52
20.3232	2.06
20.3232	 2.2
20.3246	2.24
20.3249	1.55
20.3297	2.53
20.3358	2.54
20.3371	1.92
20.3387	2.41
20.3395	2.38
20.3402	2.12
20.3453	2.09
20.3461	2.31
20.3477	1.97
20.3498	2.31
20.3501	1.79
20.3524	1.72
20.3534	2.21
20.3548	1.88
20.3571	2.36
20.3572	   2
20.3595	   2
  20.36	2.26
20.3608	1.95
20.3617	1.94
20.3636	1.99
 20.366	1.92
 20.368	2.46
20.3681	1.89
  20.37	2.31
20.3703	2.02
20.3708	2.15
20.3724	2.01
20.3775	1.81
 20.381	   2
20.3824	2.71
20.3845	1.94
20.3853	2.24
20.3879	2.06
 20.391	1.93
20.3914	1.76
20.3968	 1.7
20.3984	1.73
20.4018	1.73
20.4035	 1.9
20.4053	1.87
20.4088	1.87
20.4101	2.07
20.4157	1.81
20.4168	2.74
20.4192	1.81
20.4227	1.64
20.4246	 2.2
20.4269	1.53
20.4299	2.33
20.4319	1.71
20.4325	2.16
20.4369	1.57
  20.44	2.21
  20.44	2.55
20.4403	2.07
20.4419	1.71
20.4459	1.45
20.4489	1.55
20.4501	2.28
20.4519	1.63
20.4549	1.53
 20.456	2.31
20.4579	1.83
20.4609	1.87
 20.464	2.02
20.4654	2.32
 20.467	1.79
20.4701	1.77
20.4717	2.41
20.4732	 1.7
20.4762	1.85
20.4793	 1.8
20.4796	2.16
20.4824	1.72
20.4835	2.06
20.4835	 2.1
20.4874	1.88
20.4946	1.91
20.4953	2.38
20.5008	1.77
20.5031	2.28
20.5038	1.72
20.5069	1.63
  20.51	3.02
20.5103	1.77
20.5109	2.27
20.5139	1.81
20.5176	 1.7
20.5188	 1.9
20.5213	1.91
20.5249	1.93
20.5252	2.38
20.5256	2.04
20.5281	2.36
20.5286	2.03
20.5316	2.37
20.5317	2.21
20.5318	2.22
20.5343	2.23
 20.537	2.04
20.5392	2.83
20.5396	2.03
20.5422	 1.8
20.5443	 2.2
20.5448	2.09
20.5468	1.99
20.5474	2.13
  20.55	2.18
20.5507	2.69
20.5526	1.63
20.5552	1.89
20.5571	2.71
20.5578	1.95
20.5604	2.01
20.5648	2.22
20.5655	2.11
20.5699	2.65
  20.57	2.97
20.5707	1.99
20.5758	2.14
20.5763	2.51
20.5809	1.77
20.5826	2.21
20.5851	2.32
20.5886	2.26
 20.589	2.41
 20.592	2.07
20.5954	2.12
20.5975	2.17
20.5988	2.15
20.6018	1.59
20.6022	2.16
20.6056	2.12
20.6069	2.62
20.6091	1.98
 20.612	1.86
20.6125	2.14
20.6159	2.06
20.6171	2.43
20.6193	2.21
20.6222	 1.9
20.6227	 2.3
20.6258	2.36
20.6273	2.36
20.6285	 2.5
20.6312	2.48
20.6325	2.43
 20.634	1.92
20.6367	2.42
20.6376	2.79
20.6394	2.38
  20.64	   3
20.6421	2.27
20.6448	2.25
20.6476	2.24
20.6478	2.58
20.6503	2.24
 20.653	1.91
20.6554	2.73
20.6557	2.33
20.6564	2.72
20.6584	2.27
20.6604	2.76
20.6622	2.33
20.6661	2.25
20.6667	2.82
20.6699	2.11
20.6731	2.74
20.6737	2.02
20.6794	 2.8
20.6813	2.21
20.6851	2.19
 20.688	2.05
 20.692	2.81
20.6927	1.94
20.6965	2.11
20.6999	2.25
20.7028	2.32
20.7046	2.52
20.7058	1.95
  20.71	 2.4
20.7117	2.07
20.7146	2.17
20.7175	1.94
20.7198	1.56
20.7205	2.21
20.7226	2.23
20.7234	2.29
20.7278	1.75
20.7299	2.45
20.7322	1.81
20.7352	2.09
20.7362	2.75
20.7381	2.12
20.7406	1.66
 20.741	2.08
20.7425	2.52
20.7443	2.07
20.7488	2.67
20.7502	2.38
20.7534	2.08
20.7552	2.53
20.7566	1.98
20.7598	1.86
20.7615	2.34
 20.763	1.74
20.7662	1.88
20.7678	 2.1
20.7708	2.57
20.7726	1.65
20.7752	 2.3
20.7776	1.96
20.7826	2.36
20.7827	1.84
20.7847	2.19
20.7878	2.02
20.7887	2.05
  20.79	2.08
20.7934	1.66
20.7989	1.98
   20.8	2.58
20.8048	1.68
20.8059	 1.7
20.8121	1.87
20.8137	2.08
20.8184	1.88
20.8197	2.35
20.8246	1.81
20.8271	2.08
20.8345	1.99
20.8397	1.74
20.8434	 2.3
20.8484	1.65
20.8508	1.49
20.8556	2.36
 20.857	1.82
  20.86	2.07
 20.862	2.02
20.8657	1.97
20.8689	2.31
20.8744	1.83
 20.881	2.58
20.8829	1.82
20.8868	1.94
20.8888	1.74
20.8918	2.35
20.8948	1.95
20.8991	2.63
20.9008	1.92
20.9051	 3.2
20.9068	2.18
  20.91	3.12
20.9106	2.53
20.9128	1.95
 20.915	2.42
20.9188	1.99
  20.92	2.62
20.9205	2.16
20.9248	2.18
20.9258	2.17
 20.926	2.54
20.9308	2.23
20.9356	2.14
20.9436	2.76
20.9487	 1.9
20.9491	3.34
20.9547	2.36
20.9547	 2.1
20.9607	1.97
20.9655	 2.2
20.9659	2.25
  20.97	2.59
20.9721	2.17
20.9727	2.21
20.9816	2.22
20.9879	2.31
  20.99	2.51
  20.99	2.23
20.9957	2.28
21.0005	2.11
21.0014	1.94
21.0075	2.25
21.0109	2.58
 21.014	2.16
21.0193	 2.6
21.0205	2.18
21.0235	2.28
 21.027	2.16
  21.03	2.51
21.0319	3.54
21.0335	2.08
21.0387	2.03
21.0411	2.61
21.0476	2.08
21.0504	2.94
21.0566	2.22
21.0578	2.36
  21.06	   2
21.0626	1.91
21.0656	2.28
21.0728	2.38
21.0835	2.17
21.0855	2.75
  21.09	2.35
21.0925	1.98
   21.1	2.36
21.1015	1.92
21.1058	3.64
21.1136	   2
21.1155	 2.7
21.1183	1.87
21.1252	2.49
21.1269	1.89
21.1331	2.12
21.1349	2.65
21.1388	2.55
21.1436	2.47
21.1478	2.11
21.1494	2.56
21.1517	2.02
21.1565	2.18
21.1591	2.28
21.1595	1.92
21.1643	2.56
21.1688	 1.9
21.1697	2.53
  21.17	2.48
 21.173	2.79
21.1758	1.96
21.1771	1.67
21.1818	2.78
21.1914	2.28
21.1941	2.11
21.1981	2.11
 21.201	1.14
21.2014	1.93
21.2025	1.83
21.2051	1.92
21.2075	3.36
21.2081	2.01
21.2114	2.02
21.2125	2.58
21.2148	2.21
21.2181	2.28
  21.22	2.23
21.2214	 2.3
21.2214	2.24
21.2248	2.18
21.2264	   2
21.2284	1.94
21.2323	1.98
21.2324	2.71
21.2362	1.92
21.2373	2.44
  21.24	1.96
21.2423	2.42
21.2434	2.37
21.2439	 1.7
21.2463	1.97
21.2478	1.72
21.2517	1.61
21.2552	2.37
21.2556	 1.9
21.2595	1.96
21.2631	2.06
21.2665	1.95
21.2699	1.81
21.2733	1.68
21.2767	1.67
  21.28	1.69
21.2868	1.73
21.2902	1.78
21.2936	1.79
21.2942	2.06
 21.297	1.93
   21.3	2.67
21.3004	2.08
21.3041	2.05
21.3071	2.28
21.3101	2.04
21.3138	2.28
21.3172	1.93
21.3205	1.72
21.3239	1.73
21.3273	1.82
21.3306	1.73
21.3322	 2.1
21.3332	1.96
21.3343	1.87
21.3373	1.83
21.3407	1.81
 21.344	1.69
21.3474	1.76
  21.35	2.23
21.3508	1.91
21.3541	1.69
21.3567	2.74
21.3573	1.87
21.3606	1.63
21.3617	 2.6
21.3632	1.68
21.3671	1.84
21.3672	2.02
21.3704	1.81
 21.373	2.56
21.3736	2.03
21.3769	2.17
21.3788	2.57
21.3801	 2.2
21.3834	2.68
21.3834	2.24
21.3867	2.23
21.3892	3.11
21.3899	2.09
  21.39	2.58
21.3932	2.22
21.3941	2.11
21.3941	2.16
21.3962	2.65
21.3965	2.07
21.3997	2.02
 21.402	2.32
 21.403	1.95
21.4062	 2.1
21.4078	2.74
21.4095	1.71
21.4128	1.86
21.4131	2.13
21.4136	2.54
 21.416	2.04
21.4193	2.06
21.4225	2.14
21.4252	 2.5
21.4258	2.12
21.4291	1.93
21.4296	2.02
21.4323	1.89
 21.434	2.12
21.4356	1.92
21.4375	2.27
21.4388	1.89
21.4388	1.57
  21.44	2.41
21.4421	1.93
21.4453	1.95
21.4463	2.26
21.4486	 1.9
21.4507	2.45
21.4519	1.71
21.4551	1.81
 21.456	2.24
 21.458	1.79
21.4616	1.62
21.4639	2.46
21.4649	1.99
21.4681	 1.7
21.4683	2.34
21.4718	2.07
21.4727	2.03
21.4758	2.01
21.4798	1.69
21.4815	2.36
 21.483	1.66
21.4878	1.68
21.4903	 1.8
21.4918	1.63
21.4958	1.69
21.4998	1.78
   21.5	2.16
21.5038	1.74
21.5066	2.17
21.5069	1.88
21.5094	1.82
21.5118	1.77
21.5143	1.67
21.5167	2.05
 21.517	1.61
 21.519	1.64
21.5211	2.15
21.5217	1.64
21.5255	1.95
21.5266	1.66
21.5286	1.68
21.5299	1.96
21.5316	1.63
 21.534	1.58
21.5347	2.08
21.5365	1.65
 21.539	1.41
21.5394	2.53
21.5414	1.87
21.5441	1.86
21.5469	1.83
21.5497	1.75
21.5525	1.65
21.5537	2.38
21.5553	1.67
21.5573	1.68
21.5585	2.45
  21.56	 1.9
21.5609	 1.7
21.5632	2.17
21.5637	 1.8
21.5665	 1.8
 21.568	2.49
21.5693	1.84
21.5721	1.91
21.5728	2.53
21.5749	1.94
21.5775	2.64
21.5777	1.88
21.5798	1.52
21.5811	 1.9
21.5813	2.16
21.5823	2.65
21.5833	1.62
21.5863	1.96
 21.587	2.52
21.5895	2.08
21.5927	2.48
21.5927	 1.9
21.5953	1.74
21.5975	2.35
21.5991	1.73
   21.6	1.61
21.6013	2.29
21.6023	1.44
21.6055	1.43
21.6061	2.24
21.6087	1.65
21.6089	2.14
21.6119	1.72
 21.614	2.41
21.6141	1.82
21.6156	2.37
21.6183	1.75
21.6193	2.25
21.6215	1.49
21.6229	2.37
21.6246	1.44
21.6266	2.12
21.6278	1.57
21.6303	2.23
21.6311	1.63
21.6344	1.77
21.6346	1.77
21.6376	1.96
21.6378	1.44
  21.64	2.06
  21.64	2.06
21.6411	1.28
21.6412	1.93
21.6444	1.28
21.6449	1.79
21.6478	1.39
21.6502	2.88
21.6511	1.73
21.6544	1.81
21.6556	2.56
21.6578	1.67
21.6609	2.63
21.6611	1.67
21.6637	1.88
21.6662	2.68
21.6676	 1.7
21.6708	1.67
21.6741	1.64
21.6773	 1.6
21.6806	1.66
21.6839	1.66
21.6871	1.61
21.6894	2.09
  21.69	2.01
21.6904	1.62
21.6936	1.67
21.6969	1.59
21.6995	1.62
21.7035	2.14
21.7048	1.71
21.7081	1.69
21.7088	2.15
21.7141	1.83
21.7156	1.53
21.7195	1.94
21.7206	1.35
21.7248	 2.1
21.7248	1.37
21.7288	1.45
21.7301	   2
21.7327	1.68
21.7366	1.59
21.7406	1.48
21.7441	1.39
21.7445	1.53
21.7483	2.38
21.7484	1.66
21.7484	1.64
21.7524	1.66
21.7525	1.66
21.7564	1.46
21.7609	1.83
21.7623	2.16
21.7623	2.16
21.7651	1.95
21.7762	1.52
21.7799	1.66
  21.78	2.09
 21.782	2.02
21.7835	1.93
21.7862	2.33
21.7871	 1.9
21.7904	2.17
21.7907	1.85
21.7943	1.63
21.7946	2.54
21.7972	1.59
21.7974	1.95
21.7988	2.17
21.8015	 1.8
 21.803	2.35
21.8052	1.74
21.8088	1.81
21.8124	1.74
 21.816	1.56
21.8196	1.87
21.8233	1.85
21.8269	 1.9
  21.83	 2.1
21.8306	1.94
21.8343	1.79
 21.838	1.74
21.8397	2.11
21.8416	1.82
21.8433	1.94
21.8453	1.84
 21.849	1.75
21.8515	1.68
21.8559	1.77
21.8593	1.86
21.8631	1.98
21.8661	1.88
21.8694	2.02
21.8728	1.92
21.8761	1.92
21.8788	2.47
21.8794	1.88
21.8828	1.91
21.8831	2.31
21.8861	1.85
21.8893	1.88
  21.89	 2.2
21.8915	2.43
21.8926	1.82
21.8957	2.38
21.8959	1.91
21.8991	1.98
21.9007	2.54
21.9014	1.87
21.9043	 2.1
21.9055	1.77
21.9067	1.87
21.9092	1.91
21.9116	1.77
21.9134	2.31
 21.914	 1.8
21.9176	2.32
21.9191	1.73
21.9218	2.21
 21.922	1.75
21.9248	 1.9
21.9277	1.95
  21.93	2.29
21.9305	1.94
21.9333	1.87
21.9337	2.63
21.9362	1.99
21.9375	2.54
 21.939	2.22
  21.94	2.11
21.9413	2.64
21.9415	2.19
 21.945	2.66
21.9459	1.96
21.9488	2.62
21.9495	1.81
21.9526	2.56
21.9531	1.88
21.9564	2.49
21.9567	1.75
21.9601	2.41
21.9603	1.79
21.9631	2.31
21.9639	1.83
21.9675	1.88
21.9677	2.23
21.9707	2.56
21.9712	1.86
21.9748	1.83
21.9752	2.34
21.9784	1.83
 21.979	2.46
 21.982	1.82
21.9856	1.92
21.9863	1.73
21.9873	2.46
21.9895	1.97
21.9903	2.35
21.9937	1.84
21.9941	2.23
21.9971	1.73
22.0016	2.11
22.0021	1.51
22.0058	1.61
22.0063	2.06
22.0063	1.56
22.0101	1.62
22.0107	2.41
22.0134	 1.7
22.0168	1.79
22.0201	1.79
22.0225	2.34
22.0234	1.79
22.0268	1.75
22.0279	2.49
22.0289	1.91
22.0301	1.95
22.0332	1.84
22.0333	2.45
 22.036	 1.9
22.0389	1.71
22.0418	1.98
22.0441	2.34
22.0443	2.29
22.0446	1.81
22.0469	1.93
22.0509	1.87
22.0532	1.92
22.0561	1.94
22.0581	 2.5
 22.059	1.85
22.0595	1.78
22.0618	1.85
22.0647	1.72
22.0676	 1.5
22.0704	1.73
22.0932	2.32
22.0934	1.88
22.0963	1.54
22.0991	1.36
 22.102	1.53
22.1055	1.58
22.1092	2.17
22.1097	1.56
22.1131	1.67
22.1181	1.66
22.1217	2.25
22.1223	1.46
22.1259	1.54
22.1274	2.34
22.1299	1.61
 22.132	2.22
22.1336	2.08
22.1373	2.02
  22.14	2.46
22.1402	1.98
22.1409	1.97
 22.144	2.48
22.1446	1.87
22.1482	 2.1
22.1485	1.93
22.1515	2.08
22.1517	2.23
22.1541	2.13
22.1587	 1.9
22.1622	2.06
22.1657	2.09
22.1685	2.05
22.1727	2.11
22.1762	2.17
22.1797	2.16
22.1832	2.15
22.1867	2.02
  22.19	2.58
22.1902	2.06
22.1937	2.09
22.1972	2.08
22.2006	2.04
22.2041	1.77
22.2076	1.73
22.2077	2.22
 22.211	 1.8
22.2145	1.81
22.2152	2.53
 22.218	1.94
22.2207	1.95
22.2227	2.53
22.2246	2.11
22.2264	2.62
22.2278	2.07
  22.23	2.47
22.2314	2.21
22.2342	2.18
22.2374	2.07
22.2409	2.09
22.2422	2.71
22.2444	2.64
22.2477	2.09
22.2489	 2.7
22.2511	1.93
22.2527	 2.3
22.2546	2.01
22.2572	2.71
 22.258	2.15
22.2594	2.56
22.2614	1.99
 22.263	1.94
22.2639	 2.8
22.2649	2.25
22.2676	2.61
22.2683	2.23
22.2714	2.56
22.2717	2.04
22.2751	2.34
22.2751	2.13
22.2784	   2
22.2789	2.67
  22.28	2.37
22.2818	2.09
22.2819	2.55
22.2851	1.71
22.2864	2.39
22.2883	1.89
22.2901	2.35
22.2914	1.95
22.2935	 1.7
22.2939	2.75
22.2945	1.98
22.2975	1.98
22.2976	2.65
22.3006	2.02
22.3014	2.72
22.3037	2.09
22.3051	2.22
22.3068	 2.1
22.3089	2.42
22.3099	2.12
22.3126	2.69
22.3129	2.24
22.3159	2.15
22.3164	2.54
22.3183	2.01
22.3194	 2.4
22.3219	1.81
22.3239	2.41
22.3276	2.04
22.3279	1.83
22.3309	1.79
22.3338	2.57
22.3339	1.98
22.3341	2.06
22.3369	1.93
22.3399	1.99
  22.34	2.54
  22.34	2.34
22.3429	2.05
22.3462	2.78
22.3464	2.16
22.3504	2.14
22.3518	2.38
22.3524	2.58
22.3544	1.93
22.3584	 1.8
22.3586	2.72
22.3616	1.43
22.3648	2.53
22.3664	1.71
22.3696	1.65
22.3709	2.53
22.3744	1.63
22.3759	2.06
 22.378	 1.5
22.3799	 2.5
22.3824	 1.6
22.3848	 2.1
22.3864	1.62
22.3888	2.18
22.3904	1.83
 22.392	2.07
22.3944	1.53
 22.396	2.32
22.3984	1.91
22.4024	1.74
22.4041	 2.6
22.4064	 1.6
22.4081	2.51
  22.41	1.71
22.4122	2.14
22.4144	1.91
 22.417	1.88
22.4183	1.84
22.4183	1.76
22.4198	2.25
22.4221	1.77
22.4255	2.51
22.4258	1.93
22.4283	2.37
22.4296	2.05
22.4296	1.53
  22.43	2.32
 22.431	2.04
22.4311	2.37
22.4333	2.06
22.4339	2.42
22.4367	2.68
22.4371	2.02
22.4395	2.56
 22.441	1.96
22.4448	2.03
22.4452	2.69
 22.448	 2.7
22.4486	1.88
22.4508	2.25
22.4524	1.92
22.4536	2.53
22.4562	2.03
22.4565	2.44
22.4593	2.59
22.4596	2.02
22.4621	2.52
22.4638	2.01
22.4649	2.79
22.4676	2.12
22.4677	2.31
  22.47	2.29
22.4706	2.81
22.4714	2.28
22.4734	2.43
22.4742	2.09
22.4762	2.56
 22.477	1.76
22.4798	1.85
  22.48	2.68
22.4818	2.51
22.4826	1.97
22.4846	2.14
22.4854	1.88
22.4875	2.01
22.4882	1.71
22.4903	1.88
22.4916	1.63
22.4931	1.72
22.4938	1.55
22.4966	1.41
 22.497	2.13
22.5002	1.88
22.5009	2.57
22.5032	1.79
22.5048	 2.3
22.5078	1.87
22.5087	2.39
  22.51	 1.9
22.5108	1.69
22.5125	2.07
22.5146	1.64
22.5164	2.26
22.5177	1.79
  22.52	2.31
22.5203	2.25
22.5234	1.64
22.5242	2.53
22.5277	2.02
22.5281	2.25
22.5284	1.62
 22.532	2.04
22.5334	1.71
22.5348	2.73
22.5377	2.73
22.5384	2.04
22.5405	 2.8
22.5434	2.88
22.5434	2.31
22.5462	2.78
22.5469	2.19
 22.549	2.27
22.5519	 2.9
22.5522	1.97
22.5547	   3
22.5559	2.18
22.5572	2.81
22.5596	2.28
22.5597	2.78
  22.56	 2.5
22.5622	2.73
22.5626	2.26
22.5628	1.71
22.5647	2.68
22.5666	1.93
22.5671	2.22
22.5672	2.61
22.5698	2.72
  22.57	2.13
22.5708	2.09
22.5723	2.68
22.5746	1.92
22.5748	2.87
22.5773	2.53
22.5774	2.02
22.5794	1.99
22.5798	2.66
22.5814	2.03
22.5823	2.58
22.5834	2.05
22.5848	2.54
22.5854	2.09
 22.586	2.22
22.5873	2.57
22.5874	2.06
22.5893	2.55
22.5894	1.92
22.5908	1.98
22.5918	2.34
 22.593	2.06
22.5944	2.53
22.5969	2.74
22.5974	1.94
22.5994	2.65
   22.6	1.75
   22.6	2.17
22.6014	1.94
22.6019	2.59
22.6049	2.76
22.6054	1.78
22.6074	2.23
  22.61	2.28
22.6106	 1.7
22.6109	1.83
22.6126	2.25
22.6134	1.78
